wkurz;sprengel;ptname;ptlang;listenplatz;gesamt;unguel;gueltig;stimmen;;
GRGRAZ03;106;GRÜNE;Die Grünen - Die Grüne Alternative;4;226;0;226;14;;
GRGRAZ03;106;KPÖ;Kommunistische Partei Österreichs;5;226;0;226;61;;
GRGRAZ03;106;GVP;Grazer Verkehrspartei;6;226;0;226;1;;
GRGRAZ03;106;RWA;Reif für die Wirtschaft und Arbeit;7;226;0;226;1;;
GRGRAZ03;106;LIF;Liberales Forum;8;226;0;226;2;;
GRGRAZ03;107;ÖVP;Österreichische Volkspartei;1;239;4;235;95;;
GRGRAZ03;107;SPÖ;Sozialdemokratische Partei Österreichs;2;239;4;235;39;;
GRGRAZ03;107;FPÖ;Freiheitliche Partei Österreichs;3;239;4;235;15;;
GRGRAZ03;107;GRÜNE;Die Grünen - Die Grüne Alternative;4;239;4;235;29;;
GRGRAZ03;107;KPÖ;Kommunistische Partei Österreichs;5;239;4;235;55;;
GRGRAZ03;107;GVP;Grazer Verkehrspartei;6;239;4;235;0;;
GRGRAZ03;107;RWA;Reif für die Wirtschaft und Arbeit;7;239;4;235;0;;
GRGRAZ03;107;LIF;Liberales Forum;8;239;4;235;2;;
GRGRAZ03;201;ÖVP;Österreichische Volkspartei;1;246;7;239;103;;
GRGRAZ03;201;SPÖ;Sozialdemokratische Partei Österreichs;2;246;7;239;45;;
GRGRAZ03;201;FPÖ;Freiheitliche Partei Österreichs;3;246;7;239;20;;
GRGRAZ03;201;GRÜNE;Die Grünen - Die Grüne Alternative;4;246;7;239;17;;
GRGRAZ03;201;KPÖ;Kommunistische Partei Österreichs;5;246;7;239;52;;
GRGRAZ03;201;GVP;Grazer Verkehrspartei;6;246;7;239;0;;
GRGRAZ03;201;RWA;Reif für die Wirtschaft und Arbeit;7;246;7;239;0;;
GRGRAZ03;201;LIF;Liberales Forum;8;246;7;239;2;;
GRGRAZ03;202;ÖVP;Österreichische Volkspartei;1;243;11;232;112;;
GRGRAZ03;202;SPÖ;Sozialdemokratische Partei Österreichs;2;243;11;232;30;;
GRGRAZ03;202;FPÖ;Freiheitliche Partei Österreichs;3;243;11;232;11;;
GRGRAZ03;202;GRÜNE;Die Grünen - Die Grüne Alternative;4;243;11;232;21;;
GRGRAZ03;202;KPÖ;Kommunistische Partei Österreichs;5;243;11;232;55;;
GRGRAZ03;202;GVP;Grazer Verkehrspartei;6;243;11;232;1;;
GRGRAZ03;202;RWA;Reif für die Wirtschaft und Arbeit;7;243;11;232;0;;
GRGRAZ03;202;LIF;Liberales Forum;8;243;11;232;2;;
GRGRAZ03;203;ÖVP;Österreichische Volkspartei;1;305;16;289;125;;
GRGRAZ03;203;SPÖ;Sozialdemokratische Partei Österreichs;2;305;16;289;64;;
GRGRAZ03;203;FPÖ;Freiheitliche Partei Österreichs;3;305;16;289;27;;
GRGRAZ03;203;GRÜNE;Die Grünen - Die Grüne Alternative;4;305;16;289;22;;
GRGRAZ03;203;KPÖ;Kommunistische Partei Österreichs;5;305;16;289;47;;
GRGRAZ03;203;GVP;Grazer Verkehrspartei;6;305;16;289;1;;
GRGRAZ03;203;RWA;Reif für die Wirtschaft und Arbeit;7;305;16;289;0;;
GRGRAZ03;203;LIF;Liberales Forum;8;305;16;289;3;;
GRGRAZ03;204;ÖVP;Österreichische Volkspartei;1;263;4;259;99;;
GRGRAZ03;204;SPÖ;Sozialdemokratische Partei Österreichs;2;263;4;259;62;;
GRGRAZ03;204;FPÖ;Freiheitliche Partei Österreichs;3;263;4;259;14;;
GRGRAZ03;204;GRÜNE;Die Grünen - Die Grüne Alternative;4;263;4;259;23;;
GRGRAZ03;204;KPÖ;Kommunistische Partei Österreichs;5;263;4;259;58;;
GRGRAZ03;204;GVP;Grazer Verkehrspartei;6;263;4;259;2;;
GRGRAZ03;204;RWA;Reif für die Wirtschaft und Arbeit;7;263;4;259;0;;
GRGRAZ03;204;LIF;Liberales Forum;8;263;4;259;1;;
GRGRAZ03;205;ÖVP;Österreichische Volkspartei;1;294;0;294;110;;
GRGRAZ03;205;SPÖ;Sozialdemokratische Partei Österreichs;2;294;0;294;76;;
GRGRAZ03;205;FPÖ;Freiheitliche Partei Österreichs;3;294;0;294;15;;
GRGRAZ03;205;GRÜNE;Die Grünen - Die Grüne Alternative;4;294;0;294;30;;
GRGRAZ03;205;KPÖ;Kommunistische Partei Österreichs;5;294;0;294;59;;
GRGRAZ03;205;GVP;Grazer Verkehrspartei;6;294;0;294;1;;
GRGRAZ03;205;RWA;Reif für die Wirtschaft und Arbeit;7;294;0;294;0;;
GRGRAZ03;205;LIF;Liberales Forum;8;294;0;294;3;;
GRGRAZ03;206;ÖVP;Österreichische Volkspartei;1;278;0;278;86;;
GRGRAZ03;206;SPÖ;Sozialdemokratische Partei Österreichs;2;278;0;278;55;;
GRGRAZ03;206;FPÖ;Freiheitliche Partei Österreichs;3;278;0;278;22;;
GRGRAZ03;206;GRÜNE;Die Grünen - Die Grüne Alternative;4;278;0;278;33;;
GRGRAZ03;206;KPÖ;Kommunistische Partei Österreichs;5;278;0;278;75;;
GRGRAZ03;206;GVP;Grazer Verkehrspartei;6;278;0;278;3;;
GRGRAZ03;206;RWA;Reif für die Wirtschaft und Arbeit;7;278;0;278;0;;
GRGRAZ03;206;LIF;Liberales Forum;8;278;0;278;4;;
GRGRAZ03;207;ÖVP;Österreichische Volkspartei;1;238;0;238;127;;
GRGRAZ03;207;SPÖ;Sozialdemokratische Partei Österreichs;2;238;0;238;29;;
GRGRAZ03;207;FPÖ;Freiheitliche Partei Österreichs;3;238;0;238;17;;
GRGRAZ03;207;GRÜNE;Die Grünen - Die Grüne Alternative;4;238;0;238;27;;
GRGRAZ03;207;KPÖ;Kommunistische Partei Österreichs;5;238;0;238;37;;
GRGRAZ03;207;GVP;Grazer Verkehrspartei;6;238;0;238;1;;
GRGRAZ03;207;RWA;Reif für die Wirtschaft und Arbeit;7;238;0;238;0;;
GRGRAZ03;207;LIF;Liberales Forum;8;238;0;238;0;;
GRGRAZ03;208;ÖVP;Österreichische Volkspartei;1;254;1;253;91;;
GRGRAZ03;208;SPÖ;Sozialdemokratische Partei Österreichs;2;254;1;253;44;;
GRGRAZ03;208;FPÖ;Freiheitliche Partei Österreichs;3;254;1;253;27;;
GRGRAZ03;208;GRÜNE;Die Grünen - Die Grüne Alternative;4;254;1;253;36;;
GRGRAZ03;208;KPÖ;Kommunistische Partei Österreichs;5;254;1;253;55;;
GRGRAZ03;208;GVP;Grazer Verkehrspartei;6;254;1;253;0;;
GRGRAZ03;208;RWA;Reif für die Wirtschaft und Arbeit;7;254;1;253;0;;
GRGRAZ03;208;LIF;Liberales Forum;8;254;1;253;0;;
GRGRAZ03;209;ÖVP;Österreichische Volkspartei;1;265;0;265;98;;
GRGRAZ03;209;SPÖ;Sozialdemokratische Partei Österreichs;2;265;0;265;41;;
GRGRAZ03;209;FPÖ;Freiheitliche Partei Österreichs;3;265;0;265;25;;
GRGRAZ03;209;GRÜNE;Die Grünen - Die Grüne Alternative;4;265;0;265;37;;
GRGRAZ03;209;KPÖ;Kommunistische Partei Österreichs;5;265;0;265;60;;
GRGRAZ03;209;GVP;Grazer Verkehrspartei;6;265;0;265;0;;
GRGRAZ03;209;RWA;Reif für die Wirtschaft und Arbeit;7;265;0;265;3;;
GRGRAZ03;209;LIF;Liberales Forum;8;265;0;265;1;;
GRGRAZ03;210;ÖVP;Österreichische Volkspartei;1;276;16;260;85;;
GRGRAZ03;210;SPÖ;Sozialdemokratische Partei Österreichs;2;276;16;260;46;;
GRGRAZ03;210;FPÖ;Freiheitliche Partei Österreichs;3;276;16;260;22;;
GRGRAZ03;210;GRÜNE;Die Grünen - Die Grüne Alternative;4;276;16;260;37;;
GRGRAZ03;210;KPÖ;Kommunistische Partei Österreichs;5;276;16;260;68;;
GRGRAZ03;210;GVP;Grazer Verkehrspartei;6;276;16;260;2;;
GRGRAZ03;210;RWA;Reif für die Wirtschaft und Arbeit;7;276;16;260;0;;
GRGRAZ03;210;LIF;Liberales Forum;8;276;16;260;0;;
GRGRAZ03;211;ÖVP;Österreichische Volkspartei;1;293;3;290;104;;
GRGRAZ03;211;SPÖ;Sozialdemokratische Partei Österreichs;2;293;3;290;42;;
GRGRAZ03;211;FPÖ;Freiheitliche Partei Österreichs;3;293;3;290;27;;
GRGRAZ03;211;GRÜNE;Die Grünen - Die Grüne Alternative;4;293;3;290;39;;
GRGRAZ03;211;KPÖ;Kommunistische Partei Österreichs;5;293;3;290;75;;
GRGRAZ03;211;GVP;Grazer Verkehrspartei;6;293;3;290;1;;
GRGRAZ03;211;RWA;Reif für die Wirtschaft und Arbeit;7;293;3;290;0;;
GRGRAZ03;211;LIF;Liberales Forum;8;293;3;290;2;;
GRGRAZ03;212;ÖVP;Österreichische Volkspartei;1;232;1;231;90;;
GRGRAZ03;212;SPÖ;Sozialdemokratische Partei Österreichs;2;232;1;231;30;;
GRGRAZ03;212;FPÖ;Freiheitliche Partei Österreichs;3;232;1;231;21;;
GRGRAZ03;212;GRÜNE;Die Grünen - Die Grüne Alternative;4;232;1;231;46;;
GRGRAZ03;212;KPÖ;Kommunistische Partei Österreichs;5;232;1;231;43;;
GRGRAZ03;212;GVP;Grazer Verkehrspartei;6;232;1;231;0;;
GRGRAZ03;212;RWA;Reif für die Wirtschaft und Arbeit;7;232;1;231;1;;
GRGRAZ03;212;LIF;Liberales Forum;8;232;1;231;0;;
GRGRAZ03;213;ÖVP;Österreichische Volkspartei;1;277;1;276;98;;
GRGRAZ03;213;SPÖ;Sozialdemokratische Partei Österreichs;2;277;1;276;40;;
GRGRAZ03;213;FPÖ;Freiheitliche Partei Österreichs;3;277;1;276;22;;
GRGRAZ03;213;GRÜNE;Die Grünen - Die Grüne Alternative;4;277;1;276;37;;
GRGRAZ03;213;KPÖ;Kommunistische Partei Österreichs;5;277;1;276;77;;
GRGRAZ03;213;GVP;Grazer Verkehrspartei;6;277;1;276;1;;
GRGRAZ03;213;RWA;Reif für die Wirtschaft und Arbeit;7;277;1;276;0;;
GRGRAZ03;213;LIF;Liberales Forum;8;277;1;276;1;;
GRGRAZ03;214;ÖVP;Österreichische Volkspartei;1;252;1;251;91;;
GRGRAZ03;214;SPÖ;Sozialdemokratische Partei Österreichs;2;252;1;251;34;;
GRGRAZ03;214;FPÖ;Freiheitliche Partei Österreichs;3;252;1;251;13;;
GRGRAZ03;214;GRÜNE;Die Grünen - Die Grüne Alternative;4;252;1;251;37;;
GRGRAZ03;214;KPÖ;Kommunistische Partei Österreichs;5;252;1;251;74;;
GRGRAZ03;214;GVP;Grazer Verkehrspartei;6;252;1;251;1;;
GRGRAZ03;214;RWA;Reif für die Wirtschaft und Arbeit;7;252;1;251;0;;
GRGRAZ03;214;LIF;Liberales Forum;8;252;1;251;1;;
GRGRAZ03;215;ÖVP;Österreichische Volkspartei;1;298;0;298;115;;
GRGRAZ03;215;SPÖ;Sozialdemokratische Partei Österreichs;2;298;0;298;43;;
GRGRAZ03;215;FPÖ;Freiheitliche Partei Österreichs;3;298;0;298;36;;
GRGRAZ03;215;GRÜNE;Die Grünen - Die Grüne Alternative;4;298;0;298;36;;
GRGRAZ03;215;KPÖ;Kommunistische Partei Österreichs;5;298;0;298;66;;
GRGRAZ03;215;GVP;Grazer Verkehrspartei;6;298;0;298;2;;
GRGRAZ03;215;RWA;Reif für die Wirtschaft und Arbeit;7;298;0;298;0;;
GRGRAZ03;215;LIF;Liberales Forum;8;298;0;298;0;;
GRGRAZ03;216;ÖVP;Österreichische Volkspartei;1;264;1;263;103;;
GRGRAZ03;216;SPÖ;Sozialdemokratische Partei Österreichs;2;264;1;263;34;;
GRGRAZ03;216;FPÖ;Freiheitliche Partei Österreichs;3;264;1;263;21;;
GRGRAZ03;216;GRÜNE;Die Grünen - Die Grüne Alternative;4;264;1;263;40;;
GRGRAZ03;216;KPÖ;Kommunistische Partei Österreichs;5;264;1;263;57;;
GRGRAZ03;216;GVP;Grazer Verkehrspartei;6;264;1;263;3;;
GRGRAZ03;216;RWA;Reif für die Wirtschaft und Arbeit;7;264;1;263;1;;
GRGRAZ03;216;LIF;Liberales Forum;8;264;1;263;4;;
GRGRAZ03;217;ÖVP;Österreichische Volkspartei;1;303;4;299;104;;
GRGRAZ03;217;SPÖ;Sozialdemokratische Partei Österreichs;2;303;4;299;53;;
GRGRAZ03;217;FPÖ;Freiheitliche Partei Österreichs;3;303;4;299;20;;
GRGRAZ03;217;GRÜNE;Die Grünen - Die Grüne Alternative;4;303;4;299;53;;
GRGRAZ03;217;KPÖ;Kommunistische Partei Österreichs;5;303;4;299;67;;
GRGRAZ03;217;GVP;Grazer Verkehrspartei;6;303;4;299;1;;
GRGRAZ03;217;RWA;Reif für die Wirtschaft und Arbeit;7;303;4;299;0;;
GRGRAZ03;217;LIF;Liberales Forum;8;303;4;299;1;;
GRGRAZ03;218;ÖVP;Österreichische Volkspartei;1;225;3;222;88;;
GRGRAZ03;218;SPÖ;Sozialdemokratische Partei Österreichs;2;225;3;222;36;;
GRGRAZ03;218;FPÖ;Freiheitliche Partei Österreichs;3;225;3;222;19;;
GRGRAZ03;218;GRÜNE;Die Grünen - Die Grüne Alternative;4;225;3;222;31;;
GRGRAZ03;218;KPÖ;Kommunistische Partei Österreichs;5;225;3;222;47;;
GRGRAZ03;218;GVP;Grazer Verkehrspartei;6;225;3;222;1;;
GRGRAZ03;218;RWA;Reif für die Wirtschaft und Arbeit;7;225;3;222;0;;
GRGRAZ03;218;LIF;Liberales Forum;8;225;3;222;0;;
GRGRAZ03;219;ÖVP;Österreichische Volkspartei;1;245;3;242;102;;
GRGRAZ03;219;SPÖ;Sozialdemokratische Partei Österreichs;2;245;3;242;46;;
GRGRAZ03;219;FPÖ;Freiheitliche Partei Österreichs;3;245;3;242;20;;
GRGRAZ03;219;GRÜNE;Die Grünen - Die Grüne Alternative;4;245;3;242;16;;
GRGRAZ03;219;KPÖ;Kommunistische Partei Österreichs;5;245;3;242;56;;
GRGRAZ03;219;GVP;Grazer Verkehrspartei;6;245;3;242;0;;
GRGRAZ03;219;RWA;Reif für die Wirtschaft und Arbeit;7;245;3;242;2;;
GRGRAZ03;219;LIF;Liberales Forum;8;245;3;242;0;;
GRGRAZ03;220;ÖVP;Österreichische Volkspartei;1;253;1;252;109;;
GRGRAZ03;220;SPÖ;Sozialdemokratische Partei Österreichs;2;253;1;252;34;;
GRGRAZ03;220;FPÖ;Freiheitliche Partei Österreichs;3;253;1;252;44;;
GRGRAZ03;220;GRÜNE;Die Grünen - Die Grüne Alternative;4;253;1;252;28;;
GRGRAZ03;220;KPÖ;Kommunistische Partei Österreichs;5;253;1;252;36;;
GRGRAZ03;220;GVP;Grazer Verkehrspartei;6;253;1;252;1;;
GRGRAZ03;220;RWA;Reif für die Wirtschaft und Arbeit;7;253;1;252;0;;
GRGRAZ03;220;LIF;Liberales Forum;8;253;1;252;0;;
GRGRAZ03;221;ÖVP;Österreichische Volkspartei;1;251;1;250;97;;
GRGRAZ03;221;SPÖ;Sozialdemokratische Partei Österreichs;2;251;1;250;36;;
GRGRAZ03;221;FPÖ;Freiheitliche Partei Österreichs;3;251;1;250;21;;
GRGRAZ03;221;GRÜNE;Die Grünen - Die Grüne Alternative;4;251;1;250;38;;
GRGRAZ03;221;KPÖ;Kommunistische Partei Österreichs;5;251;1;250;57;;
GRGRAZ03;221;GVP;Grazer Verkehrspartei;6;251;1;250;0;;
GRGRAZ03;221;RWA;Reif für die Wirtschaft und Arbeit;7;251;1;250;0;;
GRGRAZ03;221;LIF;Liberales Forum;8;251;1;250;1;;
GRGRAZ03;222;ÖVP;Österreichische Volkspartei;1;224;0;224;81;;
GRGRAZ03;222;SPÖ;Sozialdemokratische Partei Österreichs;2;224;0;224;40;;
GRGRAZ03;222;FPÖ;Freiheitliche Partei Österreichs;3;224;0;224;25;;
GRGRAZ03;222;GRÜNE;Die Grünen - Die Grüne Alternative;4;224;0;224;26;;
GRGRAZ03;222;KPÖ;Kommunistische Partei Österreichs;5;224;0;224;50;;
GRGRAZ03;222;GVP;Grazer Verkehrspartei;6;224;0;224;2;;
GRGRAZ03;222;RWA;Reif für die Wirtschaft und Arbeit;7;224;0;224;0;;
GRGRAZ03;222;LIF;Liberales Forum;8;224;0;224;0;;
GRGRAZ03;223;ÖVP;Österreichische Volkspartei;1;227;2;225;96;;
GRGRAZ03;223;SPÖ;Sozialdemokratische Partei Österreichs;2;227;2;225;28;;
GRGRAZ03;223;FPÖ;Freiheitliche Partei Österreichs;3;227;2;225;25;;
GRGRAZ03;223;GRÜNE;Die Grünen - Die Grüne Alternative;4;227;2;225;25;;
GRGRAZ03;223;KPÖ;Kommunistische Partei Österreichs;5;227;2;225;49;;
GRGRAZ03;223;GVP;Grazer Verkehrspartei;6;227;2;225;0;;
GRGRAZ03;223;RWA;Reif für die Wirtschaft und Arbeit;7;227;2;225;1;;
GRGRAZ03;223;LIF;Liberales Forum;8;227;2;225;1;;
GRGRAZ03;224;ÖVP;Österreichische Volkspartei;1;318;1;317;150;;
GRGRAZ03;224;SPÖ;Sozialdemokratische Partei Österreichs;2;318;1;317;33;;
GRGRAZ03;224;FPÖ;Freiheitliche Partei Österreichs;3;318;1;317;29;;
GRGRAZ03;224;GRÜNE;Die Grünen - Die Grüne Alternative;4;318;1;317;39;;
GRGRAZ03;224;KPÖ;Kommunistische Partei Österreichs;5;318;1;317;64;;
GRGRAZ03;224;GVP;Grazer Verkehrspartei;6;318;1;317;1;;
GRGRAZ03;224;RWA;Reif für die Wirtschaft und Arbeit;7;318;1;317;0;;
GRGRAZ03;224;LIF;Liberales Forum;8;318;1;317;1;;
GRGRAZ03;225;ÖVP;Österreichische Volkspartei;1;184;2;182;98;;
GRGRAZ03;225;SPÖ;Sozialdemokratische Partei Österreichs;2;184;2;182;24;;
GRGRAZ03;225;FPÖ;Freiheitliche Partei Österreichs;3;184;2;182;12;;
GRGRAZ03;225;GRÜNE;Die Grünen - Die Grüne Alternative;4;184;2;182;23;;
GRGRAZ03;225;KPÖ;Kommunistische Partei Österreichs;5;184;2;182;23;;
GRGRAZ03;225;GVP;Grazer Verkehrspartei;6;184;2;182;1;;
GRGRAZ03;225;RWA;Reif für die Wirtschaft und Arbeit;7;184;2;182;1;;
GRGRAZ03;225;LIF;Liberales Forum;8;184;2;182;0;;
GRGRAZ03;301;ÖVP;Österreichische Volkspartei;1;261;2;259;118;;
GRGRAZ03;301;SPÖ;Sozialdemokratische Partei Österreichs;2;261;2;259;42;;
GRGRAZ03;301;FPÖ;Freiheitliche Partei Österreichs;3;261;2;259;25;;
GRGRAZ03;301;GRÜNE;Die Grünen - Die Grüne Alternative;4;261;2;259;33;;
GRGRAZ03;301;KPÖ;Kommunistische Partei Österreichs;5;261;2;259;38;;
GRGRAZ03;301;GVP;Grazer Verkehrspartei;6;261;2;259;1;;
GRGRAZ03;301;RWA;Reif für die Wirtschaft und Arbeit;7;261;2;259;1;;
GRGRAZ03;301;LIF;Liberales Forum;8;261;2;259;1;;
GRGRAZ03;302;ÖVP;Österreichische Volkspartei;1;264;0;264;128;;
GRGRAZ03;302;SPÖ;Sozialdemokratische Partei Österreichs;2;264;0;264;40;;
GRGRAZ03;302;FPÖ;Freiheitliche Partei Österreichs;3;264;0;264;33;;
GRGRAZ03;302;GRÜNE;Die Grünen - Die Grüne Alternative;4;264;0;264;20;;
GRGRAZ03;302;KPÖ;Kommunistische Partei Österreichs;5;264;0;264;41;;
GRGRAZ03;302;GVP;Grazer Verkehrspartei;6;264;0;264;1;;
GRGRAZ03;302;RWA;Reif für die Wirtschaft und Arbeit;7;264;0;264;1;;
GRGRAZ03;302;LIF;Liberales Forum;8;264;0;264;0;;
GRGRAZ03;303;ÖVP;Österreichische Volkspartei;1;284;0;284;150;;
GRGRAZ03;303;SPÖ;Sozialdemokratische Partei Österreichs;2;284;0;284;29;;
GRGRAZ03;303;FPÖ;Freiheitliche Partei Österreichs;3;284;0;284;23;;
GRGRAZ03;303;GRÜNE;Die Grünen - Die Grüne Alternative;4;284;0;284;35;;
GRGRAZ03;303;KPÖ;Kommunistische Partei Österreichs;5;284;0;284;43;;
GRGRAZ03;303;GVP;Grazer Verkehrspartei;6;284;0;284;1;;
GRGRAZ03;303;RWA;Reif für die Wirtschaft und Arbeit;7;284;0;284;1;;
GRGRAZ03;303;LIF;Liberales Forum;8;284;0;284;2;;
GRGRAZ03;304;ÖVP;Österreichische Volkspartei;1;331;12;319;125;;
GRGRAZ03;304;SPÖ;Sozialdemokratische Partei Österreichs;2;331;12;319;60;;
GRGRAZ03;304;FPÖ;Freiheitliche Partei Österreichs;3;331;12;319;42;;
GRGRAZ03;304;GRÜNE;Die Grünen - Die Grüne Alternative;4;331;12;319;33;;
GRGRAZ03;304;KPÖ;Kommunistische Partei Österreichs;5;331;12;319;54;;
GRGRAZ03;304;GVP;Grazer Verkehrspartei;6;331;12;319;3;;
GRGRAZ03;304;RWA;Reif für die Wirtschaft und Arbeit;7;331;12;319;1;;
GRGRAZ03;304;LIF;Liberales Forum;8;331;12;319;1;;
GRGRAZ03;305;ÖVP;Österreichische Volkspartei;1;255;2;253;123;;
GRGRAZ03;305;SPÖ;Sozialdemokratische Partei Österreichs;2;255;2;253;33;;
GRGRAZ03;305;FPÖ;Freiheitliche Partei Österreichs;3;255;2;253;13;;
GRGRAZ03;305;GRÜNE;Die Grünen - Die Grüne Alternative;4;255;2;253;33;;
GRGRAZ03;305;KPÖ;Kommunistische Partei Österreichs;5;255;2;253;51;;
GRGRAZ03;305;GVP;Grazer Verkehrspartei;6;255;2;253;0;;
GRGRAZ03;305;RWA;Reif für die Wirtschaft und Arbeit;7;255;2;253;0;;
GRGRAZ03;305;LIF;Liberales Forum;8;255;2;253;0;;
GRGRAZ03;306;ÖVP;Österreichische Volkspartei;1;221;1;220;92;;
GRGRAZ03;306;SPÖ;Sozialdemokratische Partei Österreichs;2;221;1;220;43;;
GRGRAZ03;306;FPÖ;Freiheitliche Partei Österreichs;3;221;1;220;22;;
GRGRAZ03;306;GRÜNE;Die Grünen - Die Grüne Alternative;4;221;1;220;28;;
GRGRAZ03;306;KPÖ;Kommunistische Partei Österreichs;5;221;1;220;33;;
GRGRAZ03;306;GVP;Grazer Verkehrspartei;6;221;1;220;1;;
GRGRAZ03;306;RWA;Reif für die Wirtschaft und Arbeit;7;221;1;220;0;;
GRGRAZ03;306;LIF;Liberales Forum;8;221;1;220;1;;
GRGRAZ03;307;ÖVP;Österreichische Volkspartei;1;269;4;265;112;;
GRGRAZ03;307;SPÖ;Sozialdemokratische Partei Österreichs;2;269;4;265;33;;
GRGRAZ03;307;FPÖ;Freiheitliche Partei Österreichs;3;269;4;265;24;;
GRGRAZ03;307;GRÜNE;Die Grünen - Die Grüne Alternative;4;269;4;265;36;;
GRGRAZ03;307;KPÖ;Kommunistische Partei Österreichs;5;269;4;265;56;;
GRGRAZ03;307;GVP;Grazer Verkehrspartei;6;269;4;265;3;;
GRGRAZ03;307;RWA;Reif für die Wirtschaft und Arbeit;7;269;4;265;1;;
GRGRAZ03;307;LIF;Liberales Forum;8;269;4;265;0;;
GRGRAZ03;308;ÖVP;Österreichische Volkspartei;1;205;0;205;88;;
GRGRAZ03;308;SPÖ;Sozialdemokratische Partei Österreichs;2;205;0;205;22;;
GRGRAZ03;308;FPÖ;Freiheitliche Partei Österreichs;3;205;0;205;24;;
GRGRAZ03;308;GRÜNE;Die Grünen - Die Grüne Alternative;4;205;0;205;19;;
GRGRAZ03;308;KPÖ;Kommunistische Partei Österreichs;5;205;0;205;49;;
GRGRAZ03;308;GVP;Grazer Verkehrspartei;6;205;0;205;1;;
GRGRAZ03;308;RWA;Reif für die Wirtschaft und Arbeit;7;205;0;205;0;;
GRGRAZ03;308;LIF;Liberales Forum;8;205;0;205;2;;
GRGRAZ03;309;ÖVP;Österreichische Volkspartei;1;245;9;236;112;;
