wkurz;sprengel;ptname;ptlang;listenplatz;gesamt;unguel;gueltig;stimmen;;
LT2005;203;;Parteifrei;8;425;2;423;3;;
LT2005;204;ÖVP;Österreichische Volkspartei;1;429;4;425;124;;
LT2005;204;SPÖ;Sozialdemokratische Partei Österreichs;2;429;4;425;141;;
LT2005;204;FPÖ;Freiheitliche Partei Österreichs;3;429;4;425;16;;
LT2005;204;GRÜNE;Die Grünen - Die Grüne Alternative;4;429;4;425;63;;
LT2005;204;KPÖ;Kommunistische Partei Österreichs;5;429;4;425;57;;
LT2005;204;LH;Liste Hirschmann;6;429;4;425;15;;
LT2005;204;BZÖ;Bündnis Zukunft Österreich;7;429;4;425;7;;
LT2005;204;;Parteifrei;8;429;4;425;2;;
LT2005;205;ÖVP;Österreichische Volkspartei;1;446;5;441;134;;
LT2005;205;SPÖ;Sozialdemokratische Partei Österreichs;2;446;5;441;104;;
LT2005;205;FPÖ;Freiheitliche Partei Österreichs;3;446;5;441;22;;
LT2005;205;GRÜNE;Die Grünen - Die Grüne Alternative;4;446;5;441;67;;
LT2005;205;KPÖ;Kommunistische Partei Österreichs;5;446;5;441;83;;
LT2005;205;LH;Liste Hirschmann;6;446;5;441;12;;
LT2005;205;BZÖ;Bündnis Zukunft Österreich;7;446;5;441;14;;
LT2005;205;;Parteifrei;8;446;5;441;5;;
LT2005;206;ÖVP;Österreichische Volkspartei;1;447;7;440;138;;
LT2005;206;SPÖ;Sozialdemokratische Partei Österreichs;2;447;7;440;107;;
LT2005;206;FPÖ;Freiheitliche Partei Österreichs;3;447;7;440;21;;
LT2005;206;GRÜNE;Die Grünen - Die Grüne Alternative;4;447;7;440;87;;
LT2005;206;KPÖ;Kommunistische Partei Österreichs;5;447;7;440;62;;
LT2005;206;LH;Liste Hirschmann;6;447;7;440;14;;
LT2005;206;BZÖ;Bündnis Zukunft Österreich;7;447;7;440;7;;
LT2005;206;;Parteifrei;8;447;7;440;4;;
LT2005;207;ÖVP;Österreichische Volkspartei;1;458;5;453;142;;
LT2005;207;SPÖ;Sozialdemokratische Partei Österreichs;2;458;5;453;100;;
LT2005;207;FPÖ;Freiheitliche Partei Österreichs;3;458;5;453;35;;
LT2005;207;GRÜNE;Die Grünen - Die Grüne Alternative;4;458;5;453;75;;
LT2005;207;KPÖ;Kommunistische Partei Österreichs;5;458;5;453;71;;
LT2005;207;LH;Liste Hirschmann;6;458;5;453;14;;
LT2005;207;BZÖ;Bündnis Zukunft Österreich;7;458;5;453;7;;
LT2005;207;;Parteifrei;8;458;5;453;9;;
LT2005;208;ÖVP;Österreichische Volkspartei;1;487;4;483;154;;
LT2005;208;SPÖ;Sozialdemokratische Partei Österreichs;2;487;4;483;85;;
LT2005;208;FPÖ;Freiheitliche Partei Österreichs;3;487;4;483;23;;
LT2005;208;GRÜNE;Die Grünen - Die Grüne Alternative;4;487;4;483;99;;
LT2005;208;KPÖ;Kommunistische Partei Österreichs;5;487;4;483;92;;
LT2005;208;LH;Liste Hirschmann;6;487;4;483;12;;
LT2005;208;BZÖ;Bündnis Zukunft Österreich;7;487;4;483;6;;
LT2005;208;;Parteifrei;8;487;4;483;12;;
LT2005;209;ÖVP;Österreichische Volkspartei;1;466;5;461;213;;
LT2005;209;SPÖ;Sozialdemokratische Partei Österreichs;2;466;5;461;78;;
LT2005;209;FPÖ;Freiheitliche Partei Österreichs;3;466;5;461;23;;
LT2005;209;GRÜNE;Die Grünen - Die Grüne Alternative;4;466;5;461;71;;
LT2005;209;KPÖ;Kommunistische Partei Österreichs;5;466;5;461;50;;
LT2005;209;LH;Liste Hirschmann;6;466;5;461;15;;
LT2005;209;BZÖ;Bündnis Zukunft Österreich;7;466;5;461;8;;
LT2005;209;;Parteifrei;8;466;5;461;3;;
LT2005;210;ÖVP;Österreichische Volkspartei;1;428;8;420;128;;
LT2005;210;SPÖ;Sozialdemokratische Partei Österreichs;2;428;8;420;84;;
LT2005;210;FPÖ;Freiheitliche Partei Österreichs;3;428;8;420;16;;
LT2005;210;GRÜNE;Die Grünen - Die Grüne Alternative;4;428;8;420;92;;
LT2005;210;KPÖ;Kommunistische Partei Österreichs;5;428;8;420;70;;
LT2005;210;LH;Liste Hirschmann;6;428;8;420;15;;
LT2005;210;BZÖ;Bündnis Zukunft Österreich;7;428;8;420;8;;
LT2005;210;;Parteifrei;8;428;8;420;7;;
LT2005;211;ÖVP;Österreichische Volkspartei;1;417;6;411;144;;
LT2005;211;SPÖ;Sozialdemokratische Partei Österreichs;2;417;6;411;82;;
LT2005;211;FPÖ;Freiheitliche Partei Österreichs;3;417;6;411;15;;
LT2005;211;GRÜNE;Die Grünen - Die Grüne Alternative;4;417;6;411;69;;
LT2005;211;KPÖ;Kommunistische Partei Österreichs;5;417;6;411;77;;
LT2005;211;LH;Liste Hirschmann;6;417;6;411;14;;
LT2005;211;BZÖ;Bündnis Zukunft Österreich;7;417;6;411;8;;
LT2005;211;;Parteifrei;8;417;6;411;2;;
LT2005;212;ÖVP;Österreichische Volkspartei;1;422;3;419;160;;
LT2005;212;SPÖ;Sozialdemokratische Partei Österreichs;2;422;3;419;92;;
LT2005;212;FPÖ;Freiheitliche Partei Österreichs;3;422;3;419;33;;
LT2005;212;GRÜNE;Die Grünen - Die Grüne Alternative;4;422;3;419;70;;
LT2005;212;KPÖ;Kommunistische Partei Österreichs;5;422;3;419;47;;
LT2005;212;LH;Liste Hirschmann;6;422;3;419;8;;
LT2005;212;BZÖ;Bündnis Zukunft Österreich;7;422;3;419;5;;
LT2005;212;;Parteifrei;8;422;3;419;4;;
LT2005;213;ÖVP;Österreichische Volkspartei;1;455;3;452;153;;
LT2005;213;SPÖ;Sozialdemokratische Partei Österreichs;2;455;3;452;111;;
LT2005;213;FPÖ;Freiheitliche Partei Österreichs;3;455;3;452;29;;
LT2005;213;GRÜNE;Die Grünen - Die Grüne Alternative;4;455;3;452;79;;
LT2005;213;KPÖ;Kommunistische Partei Österreichs;5;455;3;452;58;;
LT2005;213;LH;Liste Hirschmann;6;455;3;452;7;;
LT2005;213;BZÖ;Bündnis Zukunft Österreich;7;455;3;452;5;;
LT2005;213;;Parteifrei;8;455;3;452;10;;
LT2005;214;ÖVP;Österreichische Volkspartei;1;477;3;474;151;;
LT2005;214;SPÖ;Sozialdemokratische Partei Österreichs;2;477;3;474;114;;
LT2005;214;FPÖ;Freiheitliche Partei Österreichs;3;477;3;474;23;;
LT2005;214;GRÜNE;Die Grünen - Die Grüne Alternative;4;477;3;474;69;;
LT2005;214;KPÖ;Kommunistische Partei Österreichs;5;477;3;474;86;;
LT2005;214;LH;Liste Hirschmann;6;477;3;474;10;;
LT2005;214;BZÖ;Bündnis Zukunft Österreich;7;477;3;474;9;;
LT2005;214;;Parteifrei;8;477;3;474;12;;
LT2005;215;ÖVP;Österreichische Volkspartei;1;437;7;430;182;;
LT2005;215;SPÖ;Sozialdemokratische Partei Österreichs;2;437;7;430;102;;
LT2005;215;FPÖ;Freiheitliche Partei Österreichs;3;437;7;430;17;;
LT2005;215;GRÜNE;Die Grünen - Die Grüne Alternative;4;437;7;430;51;;
LT2005;215;KPÖ;Kommunistische Partei Österreichs;5;437;7;430;45;;
LT2005;215;LH;Liste Hirschmann;6;437;7;430;17;;
LT2005;215;BZÖ;Bündnis Zukunft Österreich;7;437;7;430;10;;
LT2005;215;;Parteifrei;8;437;7;430;6;;
LT2005;301;ÖVP;Österreichische Volkspartei;1;402;3;399;135;;
LT2005;301;SPÖ;Sozialdemokratische Partei Österreichs;2;402;3;399;91;;
LT2005;301;FPÖ;Freiheitliche Partei Österreichs;3;402;3;399;21;;
LT2005;301;GRÜNE;Die Grünen - Die Grüne Alternative;4;402;3;399;64;;
LT2005;301;KPÖ;Kommunistische Partei Österreichs;5;402;3;399;55;;
LT2005;301;LH;Liste Hirschmann;6;402;3;399;16;;
LT2005;301;BZÖ;Bündnis Zukunft Österreich;7;402;3;399;16;;
LT2005;301;;Parteifrei;8;402;3;399;1;;
LT2005;302;ÖVP;Österreichische Volkspartei;1;367;7;360;128;;
LT2005;302;SPÖ;Sozialdemokratische Partei Österreichs;2;367;7;360;55;;
LT2005;302;FPÖ;Freiheitliche Partei Österreichs;3;367;7;360;26;;
LT2005;302;GRÜNE;Die Grünen - Die Grüne Alternative;4;367;7;360;81;;
LT2005;302;KPÖ;Kommunistische Partei Österreichs;5;367;7;360;49;;
LT2005;302;LH;Liste Hirschmann;6;367;7;360;9;;
LT2005;302;BZÖ;Bündnis Zukunft Österreich;7;367;7;360;7;;
LT2005;302;;Parteifrei;8;367;7;360;5;;
LT2005;303;ÖVP;Österreichische Volkspartei;1;375;4;371;158;;
LT2005;303;SPÖ;Sozialdemokratische Partei Österreichs;2;375;4;371;61;;
LT2005;303;FPÖ;Freiheitliche Partei Österreichs;3;375;4;371;7;;
LT2005;303;GRÜNE;Die Grünen - Die Grüne Alternative;4;375;4;371;80;;
LT2005;303;KPÖ;Kommunistische Partei Österreichs;5;375;4;371;50;;
LT2005;303;LH;Liste Hirschmann;6;375;4;371;3;;
LT2005;303;BZÖ;Bündnis Zukunft Österreich;7;375;4;371;6;;
LT2005;303;;Parteifrei;8;375;4;371;6;;
LT2005;304;ÖVP;Österreichische Volkspartei;1;424;7;417;154;;
LT2005;304;SPÖ;Sozialdemokratische Partei Österreichs;2;424;7;417;77;;
LT2005;304;FPÖ;Freiheitliche Partei Österreichs;3;424;7;417;27;;
LT2005;304;GRÜNE;Die Grünen - Die Grüne Alternative;4;424;7;417;87;;
LT2005;304;KPÖ;Kommunistische Partei Österreichs;5;424;7;417;45;;
LT2005;304;LH;Liste Hirschmann;6;424;7;417;13;;
LT2005;304;BZÖ;Bündnis Zukunft Österreich;7;424;7;417;8;;
LT2005;304;;Parteifrei;8;424;7;417;6;;
LT2005;305;ÖVP;Österreichische Volkspartei;1;444;4;440;168;;
LT2005;305;SPÖ;Sozialdemokratische Partei Österreichs;2;444;4;440;120;;
LT2005;305;FPÖ;Freiheitliche Partei Österreichs;3;444;4;440;22;;
LT2005;305;GRÜNE;Die Grünen - Die Grüne Alternative;4;444;4;440;55;;
LT2005;305;KPÖ;Kommunistische Partei Österreichs;5;444;4;440;62;;
LT2005;305;LH;Liste Hirschmann;6;444;4;440;6;;
LT2005;305;BZÖ;Bündnis Zukunft Österreich;7;444;4;440;7;;
LT2005;305;;Parteifrei;8;444;4;440;0;;
LT2005;306;ÖVP;Österreichische Volkspartei;1;475;13;462;203;;
LT2005;306;SPÖ;Sozialdemokratische Partei Österreichs;2;475;13;462;82;;
LT2005;306;FPÖ;Freiheitliche Partei Österreichs;3;475;13;462;37;;
LT2005;306;GRÜNE;Die Grünen - Die Grüne Alternative;4;475;13;462;64;;
LT2005;306;KPÖ;Kommunistische Partei Österreichs;5;475;13;462;45;;
LT2005;306;LH;Liste Hirschmann;6;475;13;462;17;;
LT2005;306;BZÖ;Bündnis Zukunft Österreich;7;475;13;462;10;;
LT2005;306;;Parteifrei;8;475;13;462;4;;
LT2005;307;ÖVP;Österreichische Volkspartei;1;406;4;402;156;;
LT2005;307;SPÖ;Sozialdemokratische Partei Österreichs;2;406;4;402;82;;
LT2005;307;FPÖ;Freiheitliche Partei Österreichs;3;406;4;402;13;;
LT2005;307;GRÜNE;Die Grünen - Die Grüne Alternative;4;406;4;402;69;;
LT2005;307;KPÖ;Kommunistische Partei Österreichs;5;406;4;402;52;;
LT2005;307;LH;Liste Hirschmann;6;406;4;402;15;;
LT2005;307;BZÖ;Bündnis Zukunft Österreich;7;406;4;402;11;;
LT2005;307;;Parteifrei;8;406;4;402;4;;
LT2005;308;ÖVP;Österreichische Volkspartei;1;440;14;426;164;;
LT2005;308;SPÖ;Sozialdemokratische Partei Österreichs;2;440;14;426;80;;
LT2005;308;FPÖ;Freiheitliche Partei Österreichs;3;440;14;426;22;;
LT2005;308;GRÜNE;Die Grünen - Die Grüne Alternative;4;440;14;426;79;;
LT2005;308;KPÖ;Kommunistische Partei Österreichs;5;440;14;426;51;;
LT2005;308;LH;Liste Hirschmann;6;440;14;426;14;;
LT2005;308;BZÖ;Bündnis Zukunft Österreich;7;440;14;426;14;;
LT2005;308;;Parteifrei;8;440;14;426;2;;
LT2005;309;ÖVP;Österreichische Volkspartei;1;420;8;412;169;;
LT2005;309;SPÖ;Sozialdemokratische Partei Österreichs;2;420;8;412;80;;
LT2005;309;FPÖ;Freiheitliche Partei Österreichs;3;420;8;412;22;;
LT2005;309;GRÜNE;Die Grünen - Die Grüne Alternative;4;420;8;412;69;;
LT2005;309;KPÖ;Kommunistische Partei Österreichs;5;420;8;412;53;;
LT2005;309;LH;Liste Hirschmann;6;420;8;412;10;;
LT2005;309;BZÖ;Bündnis Zukunft Österreich;7;420;8;412;5;;
LT2005;309;;Parteifrei;8;420;8;412;4;;
LT2005;310;ÖVP;Österreichische Volkspartei;1;421;3;418;171;;
LT2005;310;SPÖ;Sozialdemokratische Partei Österreichs;2;421;3;418;74;;
LT2005;310;FPÖ;Freiheitliche Partei Österreichs;3;421;3;418;25;;
LT2005;310;GRÜNE;Die Grünen - Die Grüne Alternative;4;421;3;418;68;;
LT2005;310;KPÖ;Kommunistische Partei Österreichs;5;421;3;418;49;;
LT2005;310;LH;Liste Hirschmann;6;421;3;418;19;;
LT2005;310;BZÖ;Bündnis Zukunft Österreich;7;421;3;418;6;;
LT2005;310;;Parteifrei;8;421;3;418;6;;
LT2005;311;ÖVP;Österreichische Volkspartei;1;456;0;456;214;;
LT2005;311;SPÖ;Sozialdemokratische Partei Österreichs;2;456;0;456;68;;
LT2005;311;FPÖ;Freiheitliche Partei Österreichs;3;456;0;456;10;;
LT2005;311;GRÜNE;Die Grünen - Die Grüne Alternative;4;456;0;456;72;;
LT2005;311;KPÖ;Kommunistische Partei Österreichs;5;456;0;456;45;;
LT2005;311;LH;Liste Hirschmann;6;456;0;456;28;;
LT2005;311;BZÖ;Bündnis Zukunft Österreich;7;456;0;456;12;;
LT2005;311;;Parteifrei;8;456;0;456;7;;
LT2005;312;ÖVP;Österreichische Volkspartei;1;420;9;411;165;;
LT2005;312;SPÖ;Sozialdemokratische Partei Österreichs;2;420;9;411;97;;
LT2005;312;FPÖ;Freiheitliche Partei Österreichs;3;420;9;411;22;;
LT2005;312;GRÜNE;Die Grünen - Die Grüne Alternative;4;420;9;411;59;;
LT2005;312;KPÖ;Kommunistische Partei Österreichs;5;420;9;411;48;;
LT2005;312;LH;Liste Hirschmann;6;420;9;411;11;;
LT2005;312;BZÖ;Bündnis Zukunft Österreich;7;420;9;411;9;;
LT2005;312;;Parteifrei;8;420;9;411;0;;
LT2005;313;ÖVP;Österreichische Volkspartei;1;432;9;423;173;;
LT2005;313;SPÖ;Sozialdemokratische Partei Österreichs;2;432;9;423;91;;
LT2005;313;FPÖ;Freiheitliche Partei Österreichs;3;432;9;423;19;;
LT2005;313;GRÜNE;Die Grünen - Die Grüne Alternative;4;432;9;423;74;;
LT2005;313;KPÖ;Kommunistische Partei Österreichs;5;432;9;423;38;;
LT2005;313;LH;Liste Hirschmann;6;432;9;423;16;;
LT2005;313;BZÖ;Bündnis Zukunft Österreich;7;432;9;423;5;;
LT2005;313;;Parteifrei;8;432;9;423;7;;
LT2005;314;ÖVP;Österreichische Volkspartei;1;410;5;405;149;;
LT2005;314;SPÖ;Sozialdemokratische Partei Österreichs;2;410;5;405;75;;
LT2005;314;FPÖ;Freiheitliche Partei Österreichs;3;410;5;405;15;;
LT2005;314;GRÜNE;Die Grünen - Die Grüne Alternative;4;410;5;405;89;;
LT2005;314;KPÖ;Kommunistische Partei Österreichs;5;410;5;405;49;;
LT2005;314;LH;Liste Hirschmann;6;410;5;405;19;;
LT2005;314;BZÖ;Bündnis Zukunft Österreich;7;410;5;405;4;;
LT2005;314;;Parteifrei;8;410;5;405;5;;
LT2005;315;ÖVP;Österreichische Volkspartei;1;449;7;442;169;;
LT2005;315;SPÖ;Sozialdemokratische Partei Österreichs;2;449;7;442;99;;
LT2005;315;FPÖ;Freiheitliche Partei Österreichs;3;449;7;442;11;;
LT2005;315;GRÜNE;Die Grünen - Die Grüne Alternative;4;449;7;442;71;;
LT2005;315;KPÖ;Kommunistische Partei Österreichs;5;449;7;442;60;;
LT2005;315;LH;Liste Hirschmann;6;449;7;442;17;;
LT2005;315;BZÖ;Bündnis Zukunft Österreich;7;449;7;442;10;;
LT2005;315;;Parteifrei;8;449;7;442;5;;
LT2005;316;ÖVP;Österreichische Volkspartei;1;395;3;392;166;;
LT2005;316;SPÖ;Sozialdemokratische Partei Österreichs;2;395;3;392;106;;
LT2005;316;FPÖ;Freiheitliche Partei Österreichs;3;395;3;392;14;;
LT2005;316;GRÜNE;Die Grünen - Die Grüne Alternative;4;395;3;392;51;;
LT2005;316;KPÖ;Kommunistische Partei Österreichs;5;395;3;392;36;;
LT2005;316;LH;Liste Hirschmann;6;395;3;392;8;;
LT2005;316;BZÖ;Bündnis Zukunft Österreich;7;395;3;392;8;;
LT2005;316;;Parteifrei;8;395;3;392;3;;
LT2005;317;ÖVP;Österreichische Volkspartei;1;380;1;379;136;;
LT2005;317;SPÖ;Sozialdemokratische Partei Österreichs;2;380;1;379;82;;
LT2005;317;FPÖ;Freiheitliche Partei Österreichs;3;380;1;379;21;;
LT2005;317;GRÜNE;Die Grünen - Die Grüne Alternative;4;380;1;379;50;;
LT2005;317;KPÖ;Kommunistische Partei Österreichs;5;380;1;379;54;;
LT2005;317;LH;Liste Hirschmann;6;380;1;379;21;;
LT2005;317;BZÖ;Bündnis Zukunft Österreich;7;380;1;379;11;;
LT2005;317;;Parteifrei;8;380;1;379;4;;
LT2005;318;ÖVP;Österreichische Volkspartei;1;441;6;435;159;;
LT2005;318;SPÖ;Sozialdemokratische Partei Österreichs;2;441;6;435;130;;
LT2005;318;FPÖ;Freiheitliche Partei Österreichs;3;441;6;435;19;;
LT2005;318;GRÜNE;Die Grünen - Die Grüne Alternative;4;441;6;435;66;;
LT2005;318;KPÖ;Kommunistische Partei Österreichs;5;441;6;435;41;;
LT2005;318;LH;Liste Hirschmann;6;441;6;435;11;;
LT2005;318;BZÖ;Bündnis Zukunft Österreich;7;441;6;435;4;;
LT2005;318;;Parteifrei;8;441;6;435;5;;
LT2005;319;ÖVP;Österreichische Volkspartei;1;412;6;406;122;;
LT2005;319;SPÖ;Sozialdemokratische Partei Österreichs;2;412;6;406;133;;
LT2005;319;FPÖ;Freiheitliche Partei Österreichs;3;412;6;406;15;;
LT2005;319;GRÜNE;Die Grünen - Die Grüne Alternative;4;412;6;406;49;;
LT2005;319;KPÖ;Kommunistische Partei Österreichs;5;412;6;406;65;;
LT2005;319;LH;Liste Hirschmann;6;412;6;406;11;;
LT2005;319;BZÖ;Bündnis Zukunft Österreich;7;412;6;406;5;;
LT2005;319;;Parteifrei;8;412;6;406;6;;
LT2005;320;ÖVP;Österreichische Volkspartei;1;439;7;432;134;;
LT2005;320;SPÖ;Sozialdemokratische Partei Österreichs;2;439;7;432;145;;
LT2005;320;FPÖ;Freiheitliche Partei Österreichs;3;439;7;432;16;;
LT2005;320;GRÜNE;Die Grünen - Die Grüne Alternative;4;439;7;432;31;;
LT2005;320;KPÖ;Kommunistische Partei Österreichs;5;439;7;432;76;;
LT2005;320;LH;Liste Hirschmann;6;439;7;432;9;;
LT2005;320;BZÖ;Bündnis Zukunft Österreich;7;439;7;432;11;;
LT2005;320;;Parteifrei;8;439;7;432;10;;
LT2005;321;ÖVP;Österreichische Volkspartei;1;407;5;402;168;;
LT2005;321;SPÖ;Sozialdemokratische Partei Österreichs;2;407;5;402;78;;
LT2005;321;FPÖ;Freiheitliche Partei Österreichs;3;407;5;402;22;;
LT2005;321;GRÜNE;Die Grünen - Die Grüne Alternative;4;407;5;402;71;;
LT2005;321;KPÖ;Kommunistische Partei Österreichs;5;407;5;402;38;;
LT2005;321;LH;Liste Hirschmann;6;407;5;402;9;;
LT2005;321;BZÖ;Bündnis Zukunft Österreich;7;407;5;402;8;;
LT2005;321;;Parteifrei;8;407;5;402;8;;
LT2005;322;ÖVP;Österreichische Volkspartei;1;425;5;420;143;;
LT2005;322;SPÖ;Sozialdemokratische Partei Österreichs;2;425;5;420;152;;
LT2005;322;FPÖ;Freiheitliche Partei Österreichs;3;425;5;420;16;;
LT2005;322;GRÜNE;Die Grünen - Die Grüne Alternative;4;425;5;420;43;;
LT2005;322;KPÖ;Kommunistische Partei Österreichs;5;425;5;420;49;;
LT2005;322;LH;Liste Hirschmann;6;425;5;420;7;;
LT2005;322;BZÖ;Bündnis Zukunft Österreich;7;425;5;420;7;;
LT2005;322;;Parteifrei;8;425;5;420;3;;
LT2005;323;ÖVP;Österreichische Volkspartei;1;475;8;467;128;;
LT2005;323;SPÖ;Sozialdemokratische Partei Österreichs;2;475;8;467;157;;
LT2005;323;FPÖ;Freiheitliche Partei Österreichs;3;475;8;467;19;;
LT2005;323;GRÜNE;Die Grünen - Die Grüne Alternative;4;475;8;467;66;;
LT2005;323;KPÖ;Kommunistische Partei Österreichs;5;475;8;467;61;;
LT2005;323;LH;Liste Hirschmann;6;475;8;467;20;;
LT2005;323;BZÖ;Bündnis Zukunft Österreich;7;475;8;467;11;;
LT2005;323;;Parteifrei;8;475;8;467;5;;
LT2005;324;ÖVP;Österreichische Volkspartei;1;390;7;383;120;;
LT2005;324;SPÖ;Sozialdemokratische Partei Österreichs;2;390;7;383;101;;
LT2005;324;FPÖ;Freiheitliche Partei Österreichs;3;390;7;383;44;;
LT2005;324;GRÜNE;Die Grünen - Die Grüne Alternative;4;390;7;383;36;;
LT2005;324;KPÖ;Kommunistische Partei Österreichs;5;390;7;383;61;;
LT2005;324;LH;Liste Hirschmann;6;390;7;383;12;;
LT2005;324;BZÖ;Bündnis Zukunft Österreich;7;390;7;383;6;;
LT2005;324;;Parteifrei;8;390;7;383;3;;
LT2005;401;ÖVP;Österreichische Volkspartei;1;326;2;324;102;;
LT2005;401;SPÖ;Sozialdemokratische Partei Österreichs;2;326;2;324;74;;
LT2005;401;FPÖ;Freiheitliche Partei Österreichs;3;326;2;324;12;;
LT2005;401;GRÜNE;Die Grünen - Die Grüne Alternative;4;326;2;324;59;;
LT2005;401;KPÖ;Kommunistische Partei Österreichs;5;326;2;324;63;;
LT2005;401;LH;Liste Hirschmann;6;326;2;324;3;;
LT2005;401;BZÖ;Bündnis Zukunft Österreich;7;326;2;324;7;;
LT2005;401;;Parteifrei;8;326;2;324;4;;
LT2005;402;ÖVP;Österreichische Volkspartei;1;327;2;325;95;;
LT2005;402;SPÖ;Sozialdemokratische Partei Österreichs;2;327;2;325;94;;
LT2005;402;FPÖ;Freiheitliche Partei Österreichs;3;327;2;325;10;;
LT2005;402;GRÜNE;Die Grünen - Die Grüne Alternative;4;327;2;325;62;;
LT2005;402;KPÖ;Kommunistische Partei Österreichs;5;327;2;325;49;;
LT2005;402;LH;Liste Hirschmann;6;327;2;325;4;;
LT2005;402;BZÖ;Bündnis Zukunft Österreich;7;327;2;325;8;;
LT2005;402;;Parteifrei;8;327;2;325;3;;
LT2005;403;ÖVP;Österreichische Volkspartei;1;357;6;351;105;;
LT2005;403;SPÖ;Sozialdemokratische Partei Österreichs;2;357;6;351;121;;
LT2005;403;FPÖ;Freiheitliche Partei Österreichs;3;357;6;351;15;;
LT2005;403;GRÜNE;Die Grünen - Die Grüne Alternative;4;357;6;351;37;;
LT2005;403;KPÖ;Kommunistische Partei Österreichs;5;357;6;351;46;;
